slide_id,start,length,reservoir_positions,source_tile_indices
H1440-21-34,1584,8,"[28, 46, 219, 304, 332, 379, 655, 987]","[168, 304, 1454, 2052, 2275, 2588, 4469, 6582]"
H1440-21-35,1592,8,"[245, 310, 491, 557, 575, 665, 737, 878]","[2645, 3289, 5317, 6009, 6222, 7429, 8290, 9851]"
H1440-21-36,1600,8,"[118, 332, 432, 440, 445, 797, 926, 982]","[1125, 3156, 3915, 3982, 4042, 7045, 8038, 8486]"
H1440-21-4,1608,8,"[129, 489, 502, 503, 594, 627, 673, 1023]","[1557, 5287, 5393, 5394, 6288, 6653, 7157, 10867]"
H1440-21-5,1616,8,"[125, 244, 543, 564, 646, 685, 843, 1019]","[970, 2089, 4523, 4692, 5362, 5571, 6752, 8379]"
H1440-21-9,1624,8,"[64, 300, 352, 597, 664, 755, 893, 971]","[721, 3499, 4209, 7252, 8221, 9191, 10823, 11679]"
H1487-22-A10,1632,8,"[17, 401, 408, 508, 549, 698, 890, 971]","[21, 577, 588, 734, 797, 1021, 1290, 1408]"
H1487-22-A11,1640,8,"[258, 344, 603, 767, 922, 972, 984, 1021]","[878, 1147, 2063, 2601, 3178, 3391, 3422, 3565]"
H1487-22-A13,1648,8,"[113, 184, 542, 637, 857, 914, 997, 998]","[499, 854, 2462, 2950, 4021, 4275, 4672, 4676]"
H1487-22-A14,1656,8,"[222, 232, 320, 349, 355, 518, 574, 672]","[623, 664, 927, 1034, 1062, 1523, 1676, 1953]"
H1487-22-A2,1664,8,"[76, 89, 112, 247, 303, 553, 905, 932]","[325, 376, 451, 1036, 1306, 2386, 3910, 4005]"
H1487-22-A4,1672,8,"[50, 173, 194, 220, 593, 646, 738, 903]","[257, 892, 1008, 1123, 2905, 3172, 3639, 4508]"
H1487-22-A5,1680,8,"[56, 165, 292, 825, 833, 838, 920, 1005]","[508, 1442, 2474, 7084, 7133, 7205, 7862, 8629]"
H1487-22-A6,1688,8,"[163, 280, 374, 589, 712, 735, 866, 880]","[1177, 1973, 2663, 4038, 5035, 5206, 6106, 6236]"
H1487-22-A7,1696,8,"[88, 279, 322, 378, 388, 800, 826, 878]","[290, 817, 949, 1107, 1127, 2434, 2523, 2679]"
H1487-22-A8,1704,8,"[26, 108, 186, 189, 269, 551, 791, 972]","[63, 259, 443, 450, 629, 1239, 1760, 2151]"
H1487-22-A9,1712,8,"[116, 135, 142, 233, 240, 566, 614, 698]","[1495, 1622, 1671, 2553, 2623, 6515, 7077, 7935]"
H1487-22-B1,1720,8,"[146, 223, 355, 456, 501, 593, 948, 998]","[378, 587, 946, 1226, 1339, 1569, 2561, 2689]"
H1487-23-A10,1728,8,"[331, 395, 405, 586, 714, 874, 900, 935]","[448, 536, 549, 800, 967, 1179, 1212, 1253]"
H1487-23-B2,1736,8,"[12, 65, 154, 495, 540, 735, 892, 941]","[30, 169, 438, 1456, 1580, 2136, 2593, 2757]"
H1487-23-B2-1,1744,8,"[71, 78, 323, 338, 554, 560, 966, 987]","[167, 180, 788, 825, 1360, 1371, 2395, 2453]"
H1537-22,1752,8,"[219, 298, 388, 655, 663, 759, 839, 901]","[219, 298, 388, 655, 663, 759, 839, 901]"
H1552-22-1,1760,8,"[94, 124, 197, 287, 352, 387, 522, 742]","[451, 557, 861, 1332, 1667, 1832, 2452, 3407]"
H1552-22-2,1768,8,"[236, 289, 473, 496, 607, 671, 735, 861]","[1072, 1340, 2227, 2381, 2961, 3280, 3630, 4203]"
H1552-22-5,1776,8,"[21, 102, 178, 184, 244, 500, 523, 990]","[133, 666, 1135, 1163, 1503, 3043, 3186, 6061]"
H1552-22-7,1784,8,"[216, 223, 349, 432, 456, 526, 668, 902]","[864, 901, 1371, 1655, 1726, 1961, 2476, 3383]"
H1552-22-7-1,1792,8,"[129, 136, 158, 353, 452, 476, 599, 916]","[252, 264, 313, 702, 928, 998, 1239, 1885]"
H1552-22-8,1800,8,"[246, 372, 540, 640, 680, 812, 834, 955]","[1026, 1559, 2332, 2749, 2900, 3479, 3592, 4058]"
H1552-22-A,1808,8,"[86, 258, 263, 456, 618, 637, 673, 889]","[340, 1080, 1097, 1807, 2366, 2459, 2586, 3441]"
H1560-22-1,1816,8,"[247, 436, 480, 494, 830, 886, 898, 967]","[1527, 2975, 3290, 3378, 5649, 6029, 6097, 6572]"
H1560-22-10,1824,8,"[193, 391, 484, 609, 633, 765, 879, 995]","[653, 1411, 1730, 2186, 2285, 2674, 3059, 3480]"
H1560-22-2,1832,8,"[41, 44, 72, 217, 370, 627, 757, 839]","[271, 283, 478, 1286, 2415, 3908, 4616, 5118]"
H1560-22-3,1840,8,"[58, 72, 268, 279, 298, 425, 472, 517]","[58, 72, 268, 279, 298, 425, 472, 517]"
H1560-22-4,1848,8,"[23, 300, 334, 384, 666, 688, 941, 956]","[87, 981, 1124, 1277, 2294, 2374, 3225, 3295]"
H1560-22-6,1856,8,"[12, 22, 87, 267, 386, 450, 542, 622]","[40, 81, 363, 1082, 1598, 1882, 2178, 2519]"
H1560-22-6-1,1864,8,"[48, 154, 373, 459, 828, 873, 899, 1001]","[246, 663, 1589, 1967, 3488, 3676, 3770, 4146]"
H1560-22-7,1872,8,"[6, 122, 161, 276, 331, 333, 808, 878]","[25, 469, 620, 1095, 1303, 1312, 3024, 3242]"
H1560-22-8,1880,8,"[42, 64, 375, 379, 631, 758, 830, 951]","[205, 348, 2066, 2085, 3331, 4029, 4436, 5110]"
H1560-22-9,1888,8,"[121, 310, 386, 499, 556, 658, 746, 948]","[311, 753, 928, 1204, 1333, 1583, 1799, 2317]"
H1566-22-1,1896,8,"[18, 237, 403, 464, 506, 795, 898, 914]","[119, 1865, 3203, 3625, 3934, 6235, 7174, 7315]"
H1566-22-2,1904,8,"[0, 290, 350, 723, 761, 812, 917, 944]","[31, 3737, 4616, 9491, 9968, 10560, 11627, 11920]"
H1566-22-3,1912,8,"[66, 249, 273, 396, 753, 899, 914, 996]","[494, 1994, 2138, 3346, 6237, 7560, 7719, 8557]"
H1566-22-4,1920,8,"[17, 294, 374, 435, 511, 757, 796, 1001]","[92, 2130, 2706, 3074, 3603, 5331, 5538, 7055]"
H160-21-A,1928,8,"[48, 113, 516, 661, 700, 848, 905, 1022]","[216, 539, 2806, 3510, 3685, 4476, 4762, 5332]"
H160-21-B,1936,8,"[68, 95, 134, 442, 451, 545, 550, 721]","[322, 456, 590, 2093, 2127, 2556, 2569, 3369]"
H1614-21-1,1944,8,"[414, 417, 593, 685, 690, 779, 943, 954]","[1238, 1252, 1787, 2070, 2086, 2364, 2847, 2882]"
H1614-21-2,1952,8,"[73, 202, 345, 361, 442, 497, 553, 655]","[311, 852, 1375, 1441, 1797, 2034, 2259, 2706]"
H1614-21-2-1,1960,8,"[5, 235, 337, 362, 846, 862, 889, 921]","[29, 1036, 1456, 1562, 3730, 3784, 3905, 4033]"
H1628-22-B1,1968,8,"[475, 496, 511, 561, 564, 652, 685, 749]","[1721, 1773, 1823, 2000, 2008, 2311, 2433, 2630]"
H1628-22-B1-1,1976,8,"[128, 298, 419, 467, 515, 939, 958, 1015]","[428, 999, 1340, 1471, 1630, 2981, 3044, 3209]"
H1628-22-B10,1984,8,"[163, 406, 420, 610, 779, 891, 955, 993]","[2274, 5829, 5943, 8567, 11005, 12530, 13212, 13608]"
H1628-22-B12,1992,8,"[5, 17, 207, 246, 266, 512, 763, 769]","[15, 47, 669, 803, 871, 1636, 2488, 2501]"
H1628-22-B6,2000,8,"[86, 180, 187, 198, 241, 253, 285, 289]","[86, 180, 187, 198, 241, 253, 285, 289]"
H1628-22-B7,2008,8,"[410, 433, 489, 629, 779, 899, 902, 1000]","[1685, 1782, 1967, 2531, 3177, 3663, 3686, 4030]"
H1628-22-B8,2016,8,"[177, 352, 523, 597, 743, 747, 835, 838]","[679, 1508, 2229, 2616, 3313, 3325, 3702, 3710]"
H1628-22-B9,2024,8,"[43, 245, 414, 703, 775, 832, 890, 932]","[116, 590, 975, 1660, 1825, 1953, 2052, 2155]"
H1628-22-B9-1,2032,8,"[189, 328, 351, 376, 437, 440, 516, 881]","[550, 915, 974, 1023, 1172, 1178, 1371, 2280]"
H1628-22-EX5,2040,8,"[103, 182, 454, 583, 611, 639, 894, 982]","[736, 1355, 3307, 4206, 4458, 4670, 6632, 7258]"
H1628-B12-22,2048,8,"[306, 420, 462, 468, 574, 737, 781, 1017]","[965, 1331, 1503, 1526, 1888, 2390, 2531, 3283]"
H1628-B15-22,2056,8,"[14, 240, 313, 390, 560, 748, 769, 925]","[139, 2585, 3649, 4532, 6371, 8535, 8737, 10414]"
H1633-22-1,2064,8,"[145, 316, 332, 346, 617, 796, 885, 967]","[777, 1782, 1840, 1957, 3544, 4702, 5278, 5719]"
H1633-22-10,2072,8,"[168, 200, 203, 252, 505, 518, 545, 650]","[1253, 1498, 1507, 1769, 3354, 3424, 3570, 4218]"
H1633-22-11,2080,8,"[184, 189, 425, 549, 748, 888, 917, 986]","[1692, 1757, 3622, 4585, 6286, 7304, 7498, 8035]"
H1633-22-12,2088,8,"[129, 241, 339, 485, 514, 570, 666, 915]","[830, 1409, 1990, 2884, 3025, 3330, 3840, 5437]"
H1633-22-13,2096,8,"[20, 91, 220, 436, 828, 887, 959, 989]","[127, 653, 1570, 3401, 6716, 7305, 8031, 8301]"
H1633-22-14,2104,8,"[78, 146, 279, 413, 695, 790, 792, 947]","[484, 971, 2048, 3056, 5370, 6106, 6117, 7369]"
H1633-22-15,2112,8,"[58, 93, 136, 341, 634, 774, 811, 940]","[829, 1279, 1885, 4800, 9197, 11073, 11565, 13480]"
H1633-22-16,2120,8,"[1, 234, 413, 441, 462, 688, 813, 867]","[3, 2876, 5156, 5402, 5636, 7989, 9298, 9942]"
H1633-22-17,2128,8,"[73, 189, 451, 613, 706, 730, 785, 786]","[599, 1378, 3346, 4484, 5112, 5243, 5552, 5553]"
H1633-22-2,2136,8,"[209, 250, 361, 557, 773, 776, 891, 896]","[1638, 1957, 2970, 4340, 6164, 6221, 7061, 7102]"
H1633-22-3,2144,8,"[114, 115, 153, 403, 475, 646, 754, 963]","[1176, 1180, 1479, 3972, 4563, 6202, 7146, 8906]"
H1633-22-4,2152,8,"[152, 235, 266, 526, 723, 750, 909, 949]","[1350, 2140, 2390, 4556, 6235, 6491, 7869, 8226]"
H1633-22-6,2160,8,"[11, 19, 284, 346, 613, 828, 858, 977]","[144, 244, 3035, 3738, 6864, 9003, 9323, 10580]"
H1633-22-7,2168,8,"[2, 167, 176, 331, 377, 428, 489, 752]","[26, 970, 1008, 1873, 2113, 2443, 2781, 4314]"
H1633-22-8,2176,8,"[128, 200, 228, 451, 839, 860, 900, 986]","[930, 1458, 1704, 3232, 5876, 6011, 6291, 6937]"
H1633-22-9,2184,8,"[8, 437, 530, 604, 729, 759, 896, 902]","[66, 3127, 3764, 4282, 5180, 5372, 6464, 6509]"
H1641-22-B,2192,8,"[177, 187, 270, 333, 471, 560, 789, 975]","[187, 197, 285, 350, 494, 586, 824, 1020]"
H1641-22-B-1,2200,8,"[102, 266, 438, 529, 530, 755, 806, 1015]","[105, 272, 449, 542, 543, 779, 831, 1051]"
H1641-22-C,2208,8,"[52, 174, 188, 262, 293, 295, 301, 331]","[52, 174, 188, 262, 293, 295, 301, 331]"
H1641-22-C-1,2216,8,"[1, 19, 51, 75, 119, 122, 174, 285]","[1, 19, 51, 75, 119, 122, 174, 285]"
H1655-21,2224,8,"[36, 106, 138, 217, 495, 571, 742, 969]","[36, 106, 138, 217, 495, 571, 742, 969]"
H1655-21-1,2232,8,"[81, 131, 138, 189, 495, 528, 641, 670]","[81, 131, 138, 189, 495, 528, 641, 670]"
H1689-20-B,2240,8,"[129, 251, 332, 611, 654, 824, 946, 954]","[207, 429, 558, 1038, 1109, 1397, 1599, 1610]"
H1856-21,2248,8,"[1, 34, 65, 80, 84, 133, 355, 716]","[2, 58, 101, 129, 138, 215, 562, 1139]"
H1901-21,2256,8,"[155, 172, 407, 671, 854, 993, 994, 1011]","[398, 452, 1008, 1646, 2172, 2514, 2517, 2544]"
H1910-21,2264,8,"[44, 66, 531, 567, 602, 766, 875, 890]","[116, 157, 1238, 1303, 1379, 1754, 1991, 2027]"
H1911-21,2272,8,"[59, 84, 395, 580, 587, 804, 820, 948]","[121, 160, 809, 1140, 1157, 1616, 1650, 1919]"
H1913-22-10,2280,8,"[134, 282, 402, 719, 735, 813, 915, 993]","[1073, 2073, 2980, 5642, 5767, 6336, 7218, 7803]"
H1913-22-11,2288,8,"[295, 423, 488, 532, 559, 604, 611, 704]","[3408, 4791, 5400, 5860, 6222, 6657, 6744, 7822]"
H1913-22-12,2296,8,"[388, 449, 457, 672, 689, 726, 804, 908]","[2438, 2793, 2845, 4365, 4469, 4693, 5133, 5722]"
H1913-22-13,2304,8,"[120, 159, 514, 535, 600, 779, 943, 998]","[837, 1038, 2938, 3028, 3386, 4388, 5269, 5599]"
H1913-22-13-1,2312,8,"[46, 239, 469, 489, 527, 614, 864, 1011]","[235, 1174, 2346, 2457, 2650, 3153, 4387, 5077]"
H1913-22-14,2320,8,"[30, 37, 61, 276, 517, 601, 744, 995]","[84, 130, 206, 740, 1462, 1719, 2134, 2826]"
H1913-22-15,2328,8,"[118, 149, 177, 275, 379, 411, 766, 1001]","[359, 420, 502, 778, 1099, 1199, 2203, 2892]"
H1913-22-8,2336,8,"[141, 183, 328, 382, 395, 643, 715, 818]","[1892, 2392, 4025, 4582, 4737, 7752, 8666, 9844]"
H1925-22,2344,8,"[255, 256, 386, 436, 444, 586, 656, 670]","[275, 276, 415, 470, 478, 636, 711, 728]"
H1925-22-1,2352,8,"[235, 295, 441, 539, 759, 812, 837, 876]","[235, 295, 441, 539, 759, 812, 837, 876]"
H1966-22,2360,8,"[49, 170, 210, 267, 365, 542, 648, 947]","[111, 375, 460, 572, 789, 1182, 1382, 2021]"
H1986-22-10,2368,8,"[41, 156, 417, 438, 459, 714, 796, 812]","[245, 970, 2565, 2681, 2812, 4448, 4911, 4991]"
H1986-22-A11,2376,8,"[109, 175, 337, 436, 480, 604, 723, 879]","[409, 661, 1351, 1790, 1974, 2429, 2847, 3447]"
H1986-22-A2,2384,8,"[8, 18, 42, 366, 798, 824, 840, 1012]","[49, 123, 283, 1990, 4381, 4508, 4584, 5541]"
H1986-22-A3,2392,8,"[161, 324, 349, 393, 450, 454, 533, 688]","[911, 1674, 1769, 1994, 2256, 2265, 2660, 3411]"
H1986-22-A4,2400,8,"[343, 425, 483, 523, 538, 544, 748, 886]","[2413, 3026, 3423, 3725, 3800, 3829, 5264, 6278]"
H1986-22-A4-1,2408,8,"[138, 161, 327, 472, 733, 834, 851, 879]","[419, 502, 1057, 1530, 2365, 2642, 2701, 2779]"
H1986-22-A5,2416,8,"[1, 6, 40, 309, 738, 763, 828, 1018]","[17, 61, 240, 1637, 3999, 4144, 4547, 5700]"
H1986-22-A6,2424,8,"[379, 438, 525, 661, 687, 840, 842, 965]","[1725, 1966, 2393, 3063, 3178, 3889, 3891, 4472]"
H1986-22-A7,2432,8,"[258, 337, 451, 464, 509, 868, 921, 973]","[1743, 2231, 2960, 3064, 3381, 6023, 6458, 6906]"
H1986-22-A8,2440,8,"[109, 146, 224, 502, 576, 855, 898, 1006]","[1051, 1324, 1975, 4454, 5057, 7375, 7650, 8663]"
H1986-22-A9,2448,8,"[235, 251, 369, 443, 515, 740, 758, 866]","[877, 921, 1401, 1663, 1916, 2667, 2714, 3032]"
H1986-22-B1,2456,8,"[134, 167, 207, 245, 268, 729, 751, 805]","[333, 398, 481, 559, 598, 1593, 1634, 1759]"
H1986-22-B3,2464,8,"[63, 93, 219, 601, 684, 794, 798, 823]","[384, 552, 1251, 3460, 3874, 4549, 4564, 4713]"
H2097-22,2472,8,"[16, 107, 309, 442, 492, 620, 669, 705]","[16, 107, 309, 442, 492, 620, 669, 705]"
H2097-22-1,2480,8,"[26, 275, 390, 394, 585, 586, 748, 923]","[26, 275, 390, 394, 585, 586, 748, 923]"
H210-22,2488,8,"[165, 291, 523, 603, 650, 834, 843, 1018]","[451, 774, 1387, 1596, 1744, 2321, 2343, 2836]"
H215-23-2,2496,8,"[102, 193, 248, 476, 590, 701, 763, 887]","[425, 718, 903, 1775, 2214, 2598, 2819, 3293]"
H215-23-3,2504,8,"[12, 226, 237, 301, 477, 641, 933, 981]","[17, 351, 367, 455, 728, 986, 1455, 1531]"
H246-22-A,2512,8,"[236, 266, 407, 438, 671, 723, 779, 954]","[313, 353, 535, 581, 904, 968, 1045, 1278]"
H246-22-B,2520,8,"[41, 401, 713, 788, 837, 910, 946, 1004]","[66, 639, 1104, 1219, 1290, 1391, 1445, 1541]"
H334-22-EX2,2528,8,"[130, 252, 301, 373, 475, 667, 786, 828]","[134, 258, 308, 384, 488, 684, 804, 847]"
H334-23,2536,8,"[266, 330, 336, 505, 561, 577, 922, 1001]","[305, 377, 384, 569, 634, 654, 1066, 1158]"
H334-23-EX1,2544,8,"[35, 206, 225, 336, 404, 481, 574, 884]","[37, 217, 240, 356, 428, 512, 612, 948]"
H334-23-EX2,2552,8,"[50, 179, 222, 316, 581, 812, 863, 984]","[52, 183, 227, 325, 594, 829, 880, 1003]"
H353-22-6,2560,8,"[62, 82, 186, 307, 364, 505, 576, 858]","[808, 969, 1921, 3180, 3763, 5199, 5928, 8739]"
H36-22.pyramidal,2568,8,"[24, 98, 333, 433, 552, 722, 736, 923]","[127, 527, 1685, 2136, 2700, 3587, 3640, 4717]"
H43-21-5,2576,8,"[47, 77, 303, 363, 429, 693, 866, 912]","[600, 1290, 4739, 5629, 6789, 10759, 13272, 14007]"
H473-23-A,2584,8,"[140, 237, 342, 369, 405, 447, 988, 1020]","[150, 256, 370, 401, 439, 487, 1085, 1121]"
H473-23-B,2592,8,"[106, 160, 164, 188, 226, 258, 277, 304]","[106, 160, 164, 188, 226, 258, 277, 304]"
H473-23-B-1,2600,8,"[19, 62, 97, 179, 204, 251, 270, 308]","[19, 62, 97, 179, 204, 251, 270, 308]"
H479-21,2608,8,"[203, 263, 340, 457, 530, 564, 805, 972]","[486, 644, 826, 1126, 1326, 1383, 1959, 2411]"
H482-22,2616,8,"[138, 266, 317, 613, 625, 650, 664, 936]","[531, 1212, 1492, 3040, 3118, 3243, 3307, 4674]"
H499-21,2624,8,"[313, 550, 613, 699, 728, 779, 896, 913]","[418, 720, 796, 911, 947, 1018, 1168, 1187]"
H503-23-17A,2632,8,"[82, 103, 280, 612, 714, 753, 852, 991]","[927, 1112, 2643, 5638, 6632, 6933, 7933, 9182]"
H503-23-A12,2640,8,"[181, 237, 366, 549, 563, 648, 696, 818]","[1956, 2594, 3916, 6012, 6189, 7157, 7627, 9020]"
H503-23-A16,2648,8,"[211, 229, 252, 456, 637, 644, 808, 883]","[1348, 1471, 1603, 2870, 3924, 3960, 5003, 5515]"
H503-23-A19,2656,8,"[37, 55, 208, 241, 255, 530, 579, 788]","[1061, 1349, 4875, 5559, 5868, 12119, 13070, 18415]"
H533-1-22,2664,8,"[41, 241, 483, 511, 657, 724, 892, 952]","[199, 988, 1997, 2123, 2692, 2990, 3657, 3852]"
H533-22-10,2672,8,"[179, 672, 674, 679, 751, 834, 966, 978]","[257, 958, 960, 965, 1072, 1195, 1400, 1413]"
H533-22-11,2680,8,"[19, 164, 404, 500, 503, 539, 550, 822]","[104, 925, 2274, 2876, 2896, 3056, 3091, 4637]"
H533-22-2,2688,8,"[172, 218, 278, 280, 344, 358, 612, 826]","[718, 920, 1161, 1168, 1420, 1503, 2576, 3533]"
H533-22-4,2696,8,"[13, 18, 62, 260, 444, 569, 594, 607]","[104, 138, 567, 2165, 3589, 4752, 5014, 5070]"
H533-22-5,2704,8,"[111, 184, 349, 449, 456, 533, 536, 633]","[1058, 1662, 3296, 4367, 4439, 5143, 5169, 6047]"
H533-22-5-1,2712,8,"[130, 263, 380, 582, 660, 857, 875, 944]","[1156, 2363, 3583, 5306, 5971, 7702, 7905, 8657]"
H533-22-6,2720,8,"[155, 232, 241, 305, 723, 891, 898, 964]","[1339, 2197, 2282, 2903, 7276, 8960, 8994, 9596]"
H533-22-7-2,2728,8,"[104, 160, 214, 341, 431, 646, 661, 967]","[1159, 1730, 2352, 3783, 4712, 7316, 7537, 11084]"
H533-22-9,2736,8,"[120, 244, 302, 369, 517, 608, 702, 771]","[799, 1518, 1904, 2294, 3349, 3977, 4516, 4934]"
H538-21,2744,8,"[219, 318, 329, 414, 470, 471, 473, 980]","[266, 387, 401, 507, 576, 577, 580, 1173]"
H561-23,2752,8,"[42, 134, 352, 454, 468, 620, 668, 725]","[42, 134, 352, 454, 468, 620, 668, 725]"
H561-23-1,2760,8,"[113, 185, 363, 448, 459, 597, 600, 651]","[113, 185, 363, 448, 459, 597, 600, 651]"
H609-21-11,2768,8,"[40, 84, 91, 274, 403, 752, 838, 924]","[336, 679, 775, 2116, 3103, 5495, 6177, 6898]"
H617-23,2776,8,"[105, 236, 254, 356, 429, 869, 870, 902]","[137, 305, 328, 453, 550, 1095, 1096, 1138]"
H617-23-1,2784,8,"[120, 190, 490, 538, 619, 641, 749, 845]","[134, 206, 546, 607, 700, 726, 844, 951]"
H625-21-A,2792,8,"[144, 145, 191, 205, 250, 258, 297, 509]","[144, 145, 191, 205, 250, 258, 297, 509]"
H625-21-B,2800,8,"[12, 265, 423, 465, 481, 485, 544, 595]","[12, 265, 423, 465, 481, 485, 544, 595]"
H639-21-2,2808,8,"[206, 309, 393, 417, 781, 813, 973, 1023]","[645, 949, 1226, 1302, 2337, 2432, 2886, 3063]"
H672-21-1,2816,8,"[173, 297, 490, 586, 726, 757, 873, 933]","[774, 1360, 2225, 2653, 3360, 3478, 4087, 4371]"
H672-21-2,2824,8,"[92, 254, 387, 448, 467, 720, 746, 795]","[259, 772, 1185, 1397, 1472, 2289, 2358, 2525]"
H684-22,2832,8,"[268, 292, 498, 525, 612, 785, 999, 1001]","[1013, 1100, 1861, 1990, 2343, 3103, 3866, 3875]"
H685-23,2840,8,"[59, 220, 263, 438, 472, 905, 921, 955]","[83, 306, 359, 618, 668, 1299, 1323, 1372]"
H700-22-1,2848,8,"[78, 96, 201, 387, 497, 976, 978, 1020]","[500, 586, 1248, 2289, 2909, 5510, 5515, 5781]"
H715-22-1,2856,8,"[221, 364, 398, 411, 448, 726, 848, 936]","[738, 1237, 1359, 1418, 1519, 2551, 3042, 3425]"
H715-22-10,2864,8,"[7, 108, 143, 232, 257, 412, 689, 892]","[102, 1444, 1909, 3001, 3259, 5800, 9912, 13038]"
H715-22-11,2872,8,"[406, 451, 579, 644, 651, 934, 957, 1012]","[2879, 3226, 4173, 4637, 4663, 6479, 6609, 6915]"
H715-22-12,2880,8,"[229, 322, 565, 612, 759, 829, 925, 961]","[2531, 3479, 6203, 6701, 8341, 9097, 10074, 10423]"
H715-22-14,2888,8,"[16, 80, 151, 339, 401, 427, 663, 965]","[184, 887, 1832, 3518, 4148, 4423, 6779, 10282]"
H715-22-16,2896,8,"[86, 91, 115, 164, 727, 757, 766, 802]","[973, 1024, 1302, 1706, 7457, 7695, 7884, 8187]"
H715-22-17,2904,8,"[213, 237, 252, 510, 521, 533, 741, 832]","[2634, 2912, 3140, 6679, 6893, 7075, 9821, 10983]"
H715-22-2,2912,8,"[195, 213, 304, 521, 569, 662, 828, 847]","[542, 588, 873, 1404, 1533, 1777, 2300, 2354]"
H715-22-3,2920,8,"[6, 94, 180, 195, 509, 830, 842, 935]","[30, 353, 696, 781, 1958, 3359, 3414, 3769]"
H715-22-4,2928,8,"[142, 341, 360, 442, 509, 930, 931, 955]","[1047, 2639, 2786, 3495, 4005, 7520, 7529, 7693]"
H715-22-5,2936,8,"[91, 199, 265, 381, 470, 778, 894, 933]","[394, 938, 1229, 1805, 2243, 3661, 4187, 4352]"
H715-22-6,2944,8,"[98, 285, 321, 457, 486, 584, 781, 868]","[897, 2846, 3124, 4461, 4787, 5888, 7840, 8940]"
H715-22-7,2952,8,"[126, 139, 165, 209, 227, 430, 856, 889]","[1473, 1567, 1976, 2507, 2829, 5151, 9639, 10134]"
H715-22-8,2960,8,"[94, 234, 246, 330, 476, 541, 640, 910]","[929, 2387, 2563, 3563, 5142, 5847, 6908, 9799]"
H715-22-8-1,2968,8,"[13, 159, 213, 302, 309, 638, 763, 863]","[124, 1429, 1842, 2654, 2728, 5814, 6937, 7793]"
H733-22-2,2976,8,"[158, 377, 409, 428, 500, 511, 668, 872]","[691, 1625, 1772, 1829, 2184, 2230, 2873, 3755]"
H742-22-1,2984,8,"[355, 394, 396, 471, 605, 679, 848, 871]","[1266, 1409, 1416, 1676, 2112, 2359, 2915, 2992]"
H742-22-10,2992,8,"[297, 371, 423, 642, 681, 832, 900, 907]","[2510, 3199, 3628, 5545, 5796, 7058, 7643, 7674]"
H742-22-11,3000,8,"[76, 94, 159, 290, 324, 467, 508, 868]","[595, 767, 1277, 2224, 2463, 3582, 3971, 6966]"
H742-22-12,3008,8,"[37, 99, 439, 507, 538, 852, 866, 912]","[161, 392, 1716, 1945, 2053, 3363, 3416, 3581]"
H742-22-13,3016,8,"[173, 190, 419, 630, 779, 782, 844, 857]","[894, 992, 2314, 3585, 4330, 4339, 4587, 4664]"
H742-22-14,3024,8,"[138, 250, 286, 294, 548, 615, 695, 905]","[659, 1291, 1491, 1528, 2850, 3166, 3515, 4612]"
H742-22-15,3032,8,"[81, 162, 222, 254, 598, 639, 919, 1000]","[345, 747, 988, 1130, 2531, 2673, 3837, 4184]"
H742-22-16,3040,8,"[14, 257, 342, 348, 718, 799, 850, 954]","[70, 987, 1293, 1315, 2772, 3086, 3271, 3675]"
H742-22-17,3048,8,"[94, 181, 389, 467, 474, 705, 801, 888]","[218, 429, 913, 1101, 1112, 1617, 1825, 2005]"
H742-22-18,3056,8,"[82, 84, 109, 122, 249, 441, 447, 455]","[82, 84, 109, 122, 249, 441, 447, 455]"
H742-22-18-1,3064,8,"[25, 62, 87, 224, 305, 335, 446, 464]","[25, 62, 87, 224, 305, 335, 446, 464]"
H742-22-19,3072,8,"[63, 171, 279, 562, 812, 822, 944, 990]","[189, 557, 901, 1724, 2522, 2551, 2928, 3074]"
H742-22-2,3080,8,"[192, 275, 302, 457, 714, 948, 970, 971]","[864, 1226, 1358, 1977, 3111, 4222, 4332, 4338]"
H742-22-20,3088,8,"[54, 84, 90, 180, 195, 266, 286, 446]","[54, 84, 90, 180, 195, 266, 286, 446]"
H742-22-21,3096,8,"[57, 112, 264, 411, 535, 596, 753, 1004]","[176, 356, 852, 1260, 1626, 1815, 2269, 3069]"
H742-22-22,3104,8,"[119, 161, 310, 326, 397, 457, 607, 840]","[119, 161, 310, 326, 397, 457, 607, 840]"
H742-22-23,3112,8,"[114, 261, 357, 487, 498, 587, 723, 737]","[114, 261, 357, 487, 498, 587, 723, 737]"
H742-22-24,3120,8,"[15, 54, 77, 111, 116, 289, 430, 435]","[15, 54, 77, 111, 116, 289, 430, 435]"
H742-22-25,3128,8,"[7, 28, 245, 372, 555, 566, 590, 591]","[7, 28, 245, 372, 555, 566, 590, 591]"
H742-22-25-1,3136,8,"[222, 375, 386, 409, 547, 572, 645, 727]","[222, 375, 386, 409, 547, 572, 645, 727]"
H742-22-26,3144,8,"[188, 240, 279, 447, 628, 785, 824, 855]","[429, 535, 644, 994, 1405, 1759, 1847, 1912]"
H742-22-27,3152,8,"[325, 396, 523, 617, 771, 904, 987, 994]","[581, 707, 927, 1092, 1346, 1597, 1740, 1754]"
H742-22-28,3160,8,"[113, 124, 331, 543, 555, 577, 597, 854]","[113, 124, 331, 543, 555, 577, 597, 854]"
H742-22-29,3168,8,"[125, 367, 372, 482, 543, 782, 841, 935]","[147, 422, 427, 564, 640, 951, 1018, 1122]"
